0,1,19511870,1.641954,59.233723,0.000000
1,0,62059384,5.229578,59.233723,0.000000
1,2,111701626,9.438012,0.000000,0.000000
2,1,170197480,14.402760,0.000000,0.000000
2,3,133401252,11.462568,0.000000,0.000000
3,2,227515302,19.496403,0.000000,0.000000
3,4,236584146,19.871643,59.130054,0.000000
4,3,156814660,13.175384,59.130054,0.000000
4,5,378317488,32.031029,0.000000,0.000000
5,4,347521634,29.424307,0.000000,0.000000
5,6,263537652,22.316847,0.000000,0.000000
6,5,120629514,10.153245,0.000000,0.000000
6,7,129781200,10.948222,52.435349,0.000000
7,6,198875346,16.820463,52.435349,0.000000
7,8,233733408,19.588924,0.000000,0.000000
8,7,324497262,27.265432,0.000000,0.000000
8,9,167222250,14.067206,0.000000,0.000000
9,8,181404610,15.318359,0.000000,0.000000
9,10,131896422,11.110354,0.000000,0.000000
10,9,18216288,1.533791,0.000000,0.000000
10,11,77775166,6.545341,0.000000,0.000000
11,10,13666846,1.149836,0.000000,0.000000
11,12,67857460,5.757848,60.699997,0.000000
12,11,6691500,0.565827,60.699997,0.000000
12,13,61443920,5.192717,0.000000,0.000000
13,12,93100858,7.866730,0.000000,0.000000
13,14,83508068,7.033348,57.895241,0.000000
14,13,364374,0.030661,57.895241,0.000000
14,15,25266148,2.121526,0.000000,0.000000
15,14,7700142,0.644373,0.000000,0.000000
15,16,22627134,1.912073,0.000000,0.000000
16,15,1112370,0.093150,0.000000,0.000000
16,17,14257990,1.208902,56.296562,0.000000
17,16,12761882,1.061005,56.296562,0.000000
17,18,14945790,1.252490,0.000000,0.000000
18,17,7673106,0.642968,0.000000,0.000000
18,19,1583998,0.132628,0.000000,0.000000
19,18,11291320,0.946725,0.000000,0.000000
19,20,2715004,0.230652,0.000000,0.000000
20,19,14301328,1.208735,0.000000,0.000000
20,21,4679620,0.395379,0.000000,0.000000
21,20,21015268,1.772446,0.000000,0.000000
0,21,35703326,3.010400,65.112564,0.000000
21,0,11049602,0.931043,65.112564,0.000000
22,23,17180940,1.450103,0.000000,0.000000
23,22,47221752,4.006619,0.000000,0.000000
23,24,51157682,4.363515,56.722172,0.000000
24,23,95784416,8.093894,56.722172,0.000000
24,25,99965172,8.434800,0.000000,0.000000
25,24,63752068,5.378877,0.000000,0.000000
25,26,120676366,10.205102,0.000000,0.000000
26,25,53583296,4.535419,0.000000,0.000000
26,27,180816446,15.245311,0.000000,0.000000
27,26,162213944,13.658087,0.000000,0.000000
27,28,135619764,11.442430,0.000000,0.000000
28,27,180296638,15.229854,0.000000,0.000000
28,29,141645672,11.896003,0.000000,0.000000
29,28,168082780,14.148079,0.000000,0.000000
29,30,208884552,17.742510,0.000000,0.000000
30,29,291689812,24.717020,0.000000,0.000000
30,31,123901392,10.392959,0.000000,0.000000
31,30,235998250,19.801931,0.000000,0.000000
31,32,58173756,4.901374,0.000000,0.000000
32,31,116332408,9.846721,0.000000,0.000000
32,33,192270814,16.145206,0.000000,0.000000
33,32,30578722,2.570064,0.000000,0.000000
33,34,125807372,10.586292,0.000000,0.000000
34,33,21665854,1.815057,0.000000,0.000000
34,35,72636572,6.115792,0.000000,0.000000
35,34,66311186,5.582608,0.000000,0.000000
35,36,56887870,4.751835,0.000000,0.000000
36,35,27011356,2.257806,0.000000,0.000000
36,37,42172776,3.559820,0.000000,0.000000
37,36,3824982,0.319664,0.000000,0.000000
37,38,38650586,3.262073,63.909710,0.000000
38,37,248720,0.021123,63.909710,0.000000
38,39,13786304,1.155269,0.000000,0.000000
39,38,2536266,0.211791,0.000000,0.000000
39,40,12488576,1.052304,0.000000,0.000000
40,39,7050008,0.591263,0.000000,0.000000
40,41,1229526,0.103422,0.000000,0.000000
41,40,5149752,0.436996,0.000000,0.000000
41,42,4033760,0.346027,0.000000,0.000000
42,41,11423606,0.964301,0.000000,0.000000
42,43,1067310,0.090527,0.000000,0.000000
43,42,10576478,0.893974,0.000000,0.000000
22,43,33301738,2.795214,0.000000,0.000000
43,22,1250728,0.105424,0.000000,0.000000
44,45,31488818,2.671993,0.000000,0.000000
45,44,142058090,12.039693,0.000000,0.000000
45,46,79826182,6.738667,58.308205,0.000000
46,45,59032494,5.007169,58.308205,0.000000
46,47,61694038,5.220890,0.000000,0.000000
47,46,80550146,6.808431,0.000000,0.000000
47,48,168083702,14.266404,0.000000,0.000000
48,47,89251232,7.580680,0.000000,0.000000
48,49,146854434,12.398800,60.569649,0.000000
49,48,174739064,14.768336,60.569649,0.000000
49,50,211473478,17.956549,0.000000,0.000000
50,49,253962054,21.428120,0.000000,0.000000
50,51,171595378,14.508466,0.000000,0.000000
51,50,134510552,11.382578,0.000000,0.000000
51,52,178794464,15.106393,59.921707,0.000000
52,51,182562536,15.428998,59.921707,0.000000
52,53,242833046,20.492476,0.000000,0.000000
