0,1586,1593,10.000000,0,1000000000000,8.033460,7.883502,133891,200836500,197087552,
1,1593,1586,10.000000,0,1000000000000,3.922800,3.849574,65380,98070000,96239360,
2,1662,1645,10.000000,0,1000000000000,3.563940,3.497413,59399,89098500,87435328,
3,1645,1662,10.000000,0,1000000000000,3.158700,3.099738,52645,78967500,77493440,
4,1587,1666,10.000000,0,1000000000000,7.200840,7.066424,120014,180021000,176660608,
5,1666,1587,10.000000,0,1000000000000,8.549220,8.389635,142487,213730500,209740864,
6,1711,1599,10.000000,0,1000000000000,3.846900,3.775091,64115,96172500,94377280,
7,1599,1711,10.000000,0,1000000000000,6.048360,5.935457,100806,151209000,148386432,
8,1735,1673,10.000000,0,1000000000000,5.701020,5.594601,95017,142525500,139865024,
9,1673,1735,10.000000,0,1000000000000,9.975900,9.789683,166265,249397500,244742080,
10,1778,1652,10.000000,0,1000000000000,8.695680,8.533361,144928,217392000,213334016,
11,1652,1778,10.000000,0,1000000000000,7.237320,7.102223,120622,180933000,177555584,
12,1731,1719,10.000000,0,1000000000000,9.981840,9.795512,166364,249546000,244887808,
13,1719,1731,10.000000,0,1000000000000,9.983340,9.796984,166389,249583500,244924608,
14,1639,1770,10.000000,0,1000000000000,8.997840,8.829880,149964,224946000,220747008,
15,1770,1639,10.000000,0,1000000000000,8.237160,8.083400,137286,205929000,202084992,
16,1769,1701,10.000000,0,1000000000000,3.099300,3.041446,51655,77482500,76036160,
17,1701,1769,10.000000,0,1000000000000,2.820960,2.768302,47016,70524000,69207552,
18,1629,1642,10.000000,0,1000000000000,6.509220,6.387715,108487,162730500,159692864,
19,1642,1629,10.000000,0,1000000000000,7.162920,7.029212,119382,179073000,175730304,
20,1749,1765,10.000000,0,1000000000000,6.037380,5.924682,100623,150934500,148117056,
21,1765,1749,10.000000,0,1000000000000,5.214360,5.117025,86906,130359000,127925632,
22,1679,1617,10.000000,0,1000000000000,2.632560,2.583419,43876,65814000,64585472,
23,1617,1679,10.000000,0,1000000000000,3.651180,3.583025,60853,91279500,89575616,
24,1638,1742,10.000000,0,1000000000000,6.180600,6.065229,103010,154515000,151630720,
25,1742,1638,10.000000,0,1000000000000,6.645840,6.521784,110764,166146000,163044608,
26,1756,1624,10.000000,0,1000000000000,8.985000,8.817280,149750,224625000,220432000,
27,1624,1756,10.000000,0,1000000000000,9.980580,9.794276,166343,249514500,244856896,
28,1606,1763,10.000000,0,1000000000000,9.098460,8.928622,151641,227461500,223215552,
29,1763,1606,10.000000,0,1000000000000,6.858000,6.729984,114300,171450000,168249600,
30,1734,1636,10.000000,0,1000000000000,9.075660,8.906248,151261,226891500,222656192,
31,1636,1734,10.000000,0,1000000000000,9.731400,9.549747,162190,243285000,238743680,
32,1592,1744,10.000000,0,1000000000000,3.815760,3.744532,63596,95394000,93613312,
33,1744,1592,10.000000,0,1000000000000,3.568920,3.502300,59482,89223000,87557504,
