0,1586,1593,10.0000000000,0,1000000000000,,
1,1593,1586,10.0000000000,0,1000000000000,,
2,1662,1645,10.0000000000,0,1000000000000,,
3,1645,1662,10.0000000000,0,1000000000000,,
4,1587,1666,10.0000000000,0,1000000000000,,
5,1666,1587,10.0000000000,0,1000000000000,,
6,1711,1599,10.0000000000,0,1000000000000,,
7,1599,1711,10.0000000000,0,1000000000000,,
8,1735,1673,10.0000000000,0,1000000000000,,
9,1673,1735,10.0000000000,0,1000000000000,,
10,1778,1652,10.0000000000,0,1000000000000,,
11,1652,1778,10.0000000000,0,1000000000000,,
12,1731,1719,10.0000000000,0,1000000000000,,
13,1719,1731,10.0000000000,0,1000000000000,,
14,1639,1770,10.0000000000,0,1000000000000,,
15,1770,1639,10.0000000000,0,1000000000000,,
16,1769,1701,10.0000000000,0,1000000000000,,
17,1701,1769,10.0000000000,0,1000000000000,,
18,1629,1642,10.0000000000,0,1000000000000,,
19,1642,1629,10.0000000000,0,1000000000000,,
20,1749,1765,10.0000000000,0,1000000000000,,
21,1765,1749,10.0000000000,0,1000000000000,,
22,1679,1617,10.0000000000,0,1000000000000,,
23,1617,1679,10.0000000000,0,1000000000000,,
24,1638,1742,10.0000000000,0,1000000000000,,
25,1742,1638,10.0000000000,0,1000000000000,,
26,1756,1624,10.0000000000,0,1000000000000,,
27,1624,1756,10.0000000000,0,1000000000000,,
28,1606,1763,10.0000000000,0,1000000000000,,
29,1763,1606,10.0000000000,0,1000000000000,,
30,1734,1636,10.0000000000,0,1000000000000,,
31,1636,1734,10.0000000000,0,1000000000000,,
32,1592,1744,10.0000000000,0,1000000000000,,
33,1744,1592,10.0000000000,0,1000000000000,,
34,1683,1732,10.0000000000,0,1000000000000,,
35,1732,1683,10.0000000000,0,1000000000000,,
36,1767,1758,10.0000000000,0,1000000000000,,
37,1758,1767,10.0000000000,0,1000000000000,,
38,1659,1689,10.0000000000,0,1000000000000,,
39,1689,1659,10.0000000000,0,1000000000000,,
40,1773,1730,10.0000000000,0,1000000000000,,
41,1730,1773,10.0000000000,0,1000000000000,,
42,1663,1700,10.0000000000,0,1000000000000,,
43,1700,1663,10.0000000000,0,1000000000000,,
44,1669,1597,10.0000000000,0,1000000000000,,
45,1597,1669,10.0000000000,0,1000000000000,,
46,1623,1608,10.0000000000,0,1000000000000,,
47,1608,1623,10.0000000000,0,1000000000000,,
48,1620,1709,10.0000000000,0,1000000000000,,
49,1709,1620,10.0000000000,0,1000000000000,,
50,1585,1741,10.0000000000,0,1000000000000,,
51,1741,1585,10.0000000000,0,1000000000000,,
52,1664,1725,10.0000000000,0,1000000000000,,
53,1725,1664,10.0000000000,0,1000000000000,,
54,1706,1707,10.0000000000,0,1000000000000,,
55,1707,1706,10.0000000000,0,1000000000000,,
56,1783,1720,10.0000000000,0,1000000000000,,
57,1720,1783,10.0000000000,0,1000000000000,,
58,1713,1696,10.0000000000,0,1000000000000,,
59,1696,1713,10.0000000000,0,1000000000000,,
60,1772,1688,10.0000000000,0,1000000000000,,
61,1688,1772,10.0000000000,0,1000000000000,,
62,1630,1614,10.0000000000,0,1000000000000,,
63,1614,1630,10.0000000000,0,1000000000000,,
64,1622,1595,10.0000000000,0,1000000000000,,
65,1595,1622,10.0000000000,0,1000000000000,,
66,1603,1747,10.0000000000,0,1000000000000,,
67,1747,1603,10.0000000000,0,1000000000000,,
68,1641,1618,10.0000000000,0,1000000000000,,
69,1618,1641,10.0000000000,0,1000000000000,,
70,1781,1777,10.0000000000,0,1000000000000,,
71,1777,1781,10.0000000000,0,1000000000000,,
72,1745,1616,10.0000000000,0,1000000000000,,
73,1616,1745,10.0000000000,0,1000000000000,,
74,1691,1727,10.0000000000,0,1000000000000,,
75,1727,1691,10.0000000000,0,1000000000000,,
76,1752,1717,10.0000000000,0,1000000000000,,
77,1717,1752,10.0000000000,0,1000000000000,,
78,1651,1782,10.0000000000,0,1000000000000,,
79,1782,1651,10.0000000000,0,1000000000000,,
80,1776,1748,10.0000000000,0,1000000000000,,
