1584, 32, 28941.000000 
1584, 33, 12478.000000 
1584, 38, 124933.000000 
1585, 15, 162239.000000 
1585, 22, 4042.000000 
1585, 24, 2.000000 
1585, 26, 2.000000 
1585, 28, 2.000000 
1585, 30, 2.000000 
1585, 32, 2.000000 
1585, 34, 2.000000 
1585, 36, 2.000000 
1585, 38, 2.000000 
1585, 40, 2.000000 
1585, 42, 2.000000 
1585, 44, 2.000000 
1585, 46, 2.000000 
1585, 48, 6.000000 
1585, 50, 5.000000 
1585, 52, 6.000000 
1586, 19, 54070.000000 
1586, 20, 16492.000000 
1586, 21, 19.000000 
1586, 41, 95806.000000 
1586, 64, 33.000000 
1587, 17, 112450.000000 
1587, 21, 53934.000000 
1587, 23, 2.000000 
1588, 2, 29000.000000 
1588, 38, 12358.000000 
1588, 39, 124933.000000 
1588, 40, 8.000000 
1588, 64, 16.000000 
1589, 4, 49743.000000 
1589, 6, 106.000000 
1589, 8, 2.000000 
1589, 10, 2.000000 
1589, 12, 2.000000 
1589, 14, 2.000000 
1589, 16, 2.000000 
1589, 18, 1.000000 
1589, 20, 2.000000 
1589, 22, 2.000000 
1589, 24, 2.000000 
1589, 26, 2.000000 
1589, 28, 2.000000 
1589, 30, 2.000000 
1589, 32, 2.000000 
1589, 34, 2.000000 
1589, 36, 116421.000000 
1589, 38, 2.000000 
1589, 40, 2.000000 
1589, 42, 1.000000 
1589, 44, 2.000000 
1589, 46, 2.000000 
1589, 48, 2.000000 
1589, 50, 2.000000 
1589, 52, 2.000000 
1589, 54, 2.000000 
1589, 56, 2.000000 
1589, 58, 2.000000 
1589, 60, 2.000000 
1589, 62, 2.000000 
1590, 32, 149459.000000 
1590, 34, 16747.000000 
1590, 36, 2.000000 
1590, 38, 3.000000 
1590, 40, 2.000000 
1590, 42, 2.000000 
1590, 44, 2.000000 
1590, 46, 3.000000 
1590, 48, 2.000000 
1590, 49, 46.000000 
1590, 51, 6.000000 
1590, 53, 5.000000 
1590, 55, 6.000000 
1590, 57, 5.000000 
1590, 59, 6.000000 
1591, 11, 58083.000000 
1591, 27, 108284.000000 
1591, 29, 5.000000 
1592, 18, 28950.000000 
1592, 19, 16639.000000 
1592, 35, 120773.000000 
1593, 19, 53889.000000 
1593, 20, 16748.000000 
1593, 22, 2.000000 
1593, 24, 2.000000 
1593, 26, 2.000000 
1593, 28, 3.000000 
1593, 30, 2.000000 
1593, 32, 2.000000 
1593, 34, 2.000000 
1593, 36, 3.000000 
1593, 38, 2.000000 
1593, 40, 2.000000 
1593, 41, 95590.000000 
1593, 42, 3.000000 
1593, 44, 2.000000 
1593, 46, 2.000000 
1593, 48, 3.000000 
1593, 50, 2.000000 
1593, 52, 2.000000 
1593, 54, 3.000000 
1593, 56, 2.000000 
1593, 58, 2.000000 
1593, 60, 3.000000 
1593, 62, 2.000000 
1594, 39, 166352.000000 
1595, 4, 112450.000000 
1595, 6, 4040.000000 
1595, 34, 49801.000000 
1595, 36, 2.000000 
1595, 38, 2.000000 
1595, 40, 2.000000 
1595, 42, 2.000000 
1595, 44, 11.000000 
1596, 4, 49720.000000 
1596, 36, 116581.000000 
1596, 38, 30.000000 
1596, 64, 11.000000 
1597, 2, 45577.000000 
1597, 24, 87300.000000 
1597, 26, 33473.000000 
1598, 5, 45875.000000 
1598, 7, 2.000000 
1598, 9, 2.000000 
1598, 11, 2.000000 
1598, 13, 3.000000 
1598, 15, 2.000000 
1598, 17, 2.000000 
1598, 19, 2.000000 
1598, 20, 99966.000000 
1598, 21, 2.000000 
1598, 23, 4005.000000 
1598, 25, 2.000000 
1598, 26, 16455.000000 
1598, 27, 2.000000 
1598, 29, 1.000000 
1598, 31, 2.000000 
1598, 33, 2.000000 
1598, 35, 2.000000 
1598, 37, 2.000000 
1598, 39, 2.000000 
1598, 41, 2.000000 
1598, 43, 2.000000 
1598, 45, 2.000000 
1598, 47, 5.000000 
1598, 49, 6.000000 
1598, 51, 5.000000 
1599, 19, 37554.000000 
1599, 21, 2.000000 
1599, 23, 2.000000 
1599, 25, 2.000000 
1599, 27, 3.000000 
1599, 29, 37242.000000 
1599, 31, 2.000000 
1599, 33, 91464.000000 
1599, 35, 2.000000 
1599, 37, 2.000000 
1599, 39, 2.000000 
1599, 41, 3.000000 
1599, 43, 2.000000 
1599, 45, 2.000000 
1599, 47, 2.000000 
1599, 49, 2.000000 
1599, 51, 2.000000 
1599, 53, 2.000000 
1599, 55, 3.000000 
1599, 57, 2.000000 
1599, 59, 2.000000 
1599, 61, 2.000000 
1600, 17, 95663.000000 
1600, 25, 8426.000000 
1600, 27, 2.000000 
1600, 29, 2.000000 
1600, 31, 2.000000 
1600, 33, 3.000000 
1600, 35, 2.000000 
1600, 37, 62205.000000 
1600, 39, 2.000000 
1600, 41, 3.000000 
1600, 43, 2.000000 
1600, 45, 2.000000 
1600, 47, 3.000000 
1600, 49, 2.000000 
1600, 51, 2.000000 
1600, 53, 3.000000 
1600, 55, 2.000000 
1600, 57, 2.000000 
1600, 58, 3.000000 
1601, 6, 24871.000000 
1601, 8, 2.000000 
1601, 10, 3.000000 
1601, 12, 2.000000 
1601, 14, 2.000000 
1601, 16, 3.000000 
1601, 18, 2.000000 
1601, 20, 2.000000 
1601, 22, 3.000000 
1601, 24, 2.000000 
1601, 26, 2.000000 
1601, 28, 3.000000 
1601, 30, 2.000000 
1601, 32, 2.000000 
1601, 34, 3.000000 
1601, 35, 141367.000000 
1601, 36, 2.000000 
1601, 38, 2.000000 
1601, 40, 3.000000 
1601, 42, 2.000000 
1601, 44, 2.000000 
1601, 46, 2.000000 
